probe,EntrezGene.ID,probe.name,Alignment.score,Length.of.probe,NCBI.gene.symbol,HUGO.gene.symbol,Cytoband,Alternative.symbols,Description
204610_s_at,11007,204610_s_at,11,11,CCDC85B,CCDC85B,11q12.1,DIPA,coiled-coil domain containing 85B
204611_s_at,5526,204611_s_at,11,11,PPP2R5B,PPP2R5B,11q12-q13,FLJ35411,"protein phosphatase 2, regulatory subunit B (B56), beta isoform"
204612_at,5569,204612_at,11,11,PKIA,PKIA,8q21.12,PRKACN1,"protein kinase (cAMP-dependent, catalytic) inhibitor alpha"
204613_at,5336,204613_at,11,11,PLCG2,PLCG2,16q24.1,,"phospholipase C, gamma 2 (phosphatidylinositol-specific)"
204614_at,5055,204614_at,11,11,SERPINB2,SERPINB2,18q21.3,HsT1201|PAI|PAI-2|PAI2|PLANH2,"serpin peptidase inhibitor, clade B (ovalbumin), member 2"
204615_x_at,3422,204615_x_at,8,11,IDI1,IDI1,10p15.3,IPP1|IPPI1,isopentenyl-diphosphate delta isomerase 1
204616_at,7347,204616_at,11,11,UCHL3,UCHL3,13q22.2,,ubiquitin carboxyl-terminal esterase L3 (ubiquitin thiolesterase)
204617_s_at,65057,204617_s_at,11,11,ACD,ACD,16q22.1,24432|PTOP|Pip1|TINT1|TPP1,adrenocortical dysplasia homolog (mouse)
204618_s_at,2553,204618_s_at,10,11,GABPB2,GABPB2,15q21.2,BABPB2|E4TF1|E4TF1-47|E4TF1-53|E4TF1B|GABPB|GABPB1|NRF2B1|NRF2B2,"GA binding protein transcription factor, beta subunit 2"
204619_s_at,,,,,,,,,
204620_s_at,1462,204620_s_at,11,11,CSPG2,CSPG2,5q14.3,DKFZp686K06110|ERVR|VERSICAN|WGN|WGN1,chondroitin sulfate proteoglycan 2 (versican)
204621_s_at,4929,204621_s_at,11,11,NR4A2,NR4A2,2q22-q23,HZF-3|NOT|NURR1|RNR1|TINUR,"nuclear receptor subfamily 4, group A, member 2"
204622_x_at,4929,204622_x_at,11,11,NR4A2,NR4A2,2q22-q23,HZF-3|NOT|NURR1|RNR1|TINUR,"nuclear receptor subfamily 4, group A, member 2"
204623_at,7033,204623_at,9,11,TFF3,TFF3,21q22.3,HITF|ITF|TFI|hP1.B,trefoil factor 3 (intestinal)
204624_at,540,204624_at,11,11,ATP7B,ATP7B,13q14.3,PWD|WC1|WD|WND,"ATPase, Cu++ transporting, beta polypeptide"
204625_s_at,3690,204625_s_at,11,11,ITGB3,ITGB3,17q21.32,CD61|GP3A|GPIIIa,"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)"
204626_s_at,3690,204626_s_at,11,11,ITGB3,ITGB3,17q21.32,CD61|GP3A|GPIIIa,"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)"
204627_s_at,3690,204627_s_at,11,11,ITGB3,ITGB3,17q21.32,CD61|GP3A|GPIIIa,"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)"
204628_s_at,3690,204628_s_at,10,11,ITGB3,ITGB3,17q21.32,CD61|GP3A|GPIIIa,"integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)"
204629_at,29780,204629_at,8,11,PARVB,PARVB,22q13.2-q13.33,CGI-56,"parvin, beta"
204630_s_at,9527,204630_s_at,11,11,GOSR1,GOSR1,17q11,GOS28|GOS28/P28|GS28|P28,golgi SNAP receptor complex member 1
204631_at,4620,204631_at,11,11,MYH2,MYH2,17p13.1,MYH2A|MYHSA2|MYHas8|MyHC-2A|MyHC-IIa,"myosin, heavy chain 2, skeletal muscle, adult"
204632_at,8986,204632_at,11,11,RPS6KA4,RPS6KA4,11q11-q13,MSK2|RSK-B,"ribosomal protein S6 kinase, 90kDa, polypeptide 4"
204633_s_at,9252,204633_s_at,11,11,RPS6KA5,RPS6KA5,14q31-q32.1,MGC1911|MSK1|MSPK1|RLPK,"ribosomal protein S6 kinase, 90kDa, polypeptide 5"
204634_at,6787,204634_at,11,11,NEK4,NEK4,3p21.1,MGC33171|NRK2|STK2|pp12301,NIMA (never in mitosis gene a)-related kinase 4
204635_at,9252,204635_at,7,11,RPS6KA5,RPS6KA5,14q31-q32.1,MGC1911|MSK1|MSPK1|RLPK,"ribosomal protein S6 kinase, 90kDa, polypeptide 5"
204636_at,1308,204636_at,11,11,COL17A1,COL17A1,10q24.3,BA16H23.2|BP180|BPAG2|KIAA0204|LAD-1,"collagen, type XVII, alpha 1"
204637_at,1081,204637_at,11,11,CGA,CGA,6q12-q21,CG-ALPHA|FSHA|GPHA1|GPHa|HCG|LHA|TSHA,"glycoprotein hormones, alpha polypeptide"
204638_at,54,204638_at,11,11,ACP5,ACP5,19p13.3-p13.2,MGC117378|TRAP,"acid phosphatase 5, tartrate resistant"
204639_at,100,204639_at,10,11,ADA,ADA,20q12-q13.11,,adenosine deaminase
204640_s_at,8405,204640_s_at,11,11,SPOP,SPOP,17q21.33,TEF2,speckle-type POZ protein
204641_at,4751,204641_at,9,11,NEK2,NEK2,1q32.2-q41,HsPK 21|HsPK21|NEK2A|NLK1,NIMA (never in mitosis gene a)-related kinase 2
204642_at,1901,204642_at,6,11,EDG1,EDG1,1p21,CHEDG1|D1S3362|ECGF1|EDG-1|S1PR1,"endothelial differentiation, sphingolipid G-protein-coupled receptor, 1"
204643_s_at,10495,204643_s_at,11,11,COVA1,COVA1,Xq25-q26.2,APK1|tNOX,cytosolic ovarian carcinoma antigen 1
204644_at,10495,204644_at,9,11,COVA1,COVA1,Xq25-q26.2,APK1|tNOX,cytosolic ovarian carcinoma antigen 1
204645_at,905,204645_at,9,11,CCNT2,CCNT2,2q21.3,FLJ90560|MGC134840,cyclin T2
204646_at,1806,204646_at,10,11,DPYD,DPYD,1p22,DHP|DPD|MGC132008|MGC70799,dihydropyrimidine dehydrogenase
204647_at,9454,204647_at,11,11,HOMER3,HOMER3,19p13.11,HOMER-3,homer homolog 3 (Drosophila)
204648_at,4881,204648_at,9,11,NPR1,NPR1,1q21-q22,ANPRA|ANPa|GUC2A|GUCY2A|NPRA,natriuretic peptide receptor A/guanylate cyclase A (atrionatriuretic peptide receptor A)
204649_at,10024,204649_at,9,11,TROAP,TROAP,12q13.12,TASTIN,trophinin associated protein (tastin)
204650_s_at,10307,204650_s_at,11,11,APBB3,APBB3,5q31,FE65L2|MGC150555|MGC87674|SRA,"amyloid beta (A4) precursor protein-binding, family B, member 3"
204651_at,4899,204651_at,11,11,NRF1,NRF1,7q32,ALPHA-PAL,nuclear respiratory factor 1
204652_s_at,4899,204652_s_at,11,11,NRF1,NRF1,7q32,ALPHA-PAL,nuclear respiratory factor 1
204653_at,7020,204653_at,11,11,TFAP2A,TFAP2A,6p24,AP-2|AP-2alpha|AP2TF|TFAP2,transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)
204654_s_at,7020,204654_s_at,11,11,TFAP2A,TFAP2A,6p24,AP-2|AP-2alpha|AP2TF|TFAP2,transcription factor AP-2 alpha (activating enhancer binding protein 2 alpha)
204655_at,6352,204655_at,7,11,CCL5,CCL5,17q11.2-q12,D17S136E|MGC17164|RANTES|SCYA5|SISd|TCP228,chemokine (C-C motif) ligand 5
204656_at,6461,204656_at,11,11,SHB,SHB,9p12,RP11-3J10.8|bA3J10.2,Src homology 2 domain containing adaptor protein B
204657_s_at,6461,204657_s_at,11,11,SHB,SHB,9p12,RP11-3J10.8|bA3J10.2,Src homology 2 domain containing adaptor protein B
204658_at,29896,204658_at,11,11,TRA2A,,7p15.3,HSU53209,transformer-2 alpha
204659_s_at,2671,204659_s_at,11,11,GFER,GFER,16p13.3-p13.12,ALR|ERV1|HERV1|HPO|HPO1|HPO2|HSS,"growth factor, augmenter of liver regeneration (ERV1 homolog, S. cerevisiae)"
204660_at,2671,204660_at,11,11,GFER,GFER,16p13.3-p13.12,ALR|ERV1|HERV1|HPO|HPO1|HPO2|HSS,"growth factor, augmenter of liver regeneration (ERV1 homolog, S. cerevisiae)"
204661_at,1043,204661_at,10,11,CD52,CD52,1p36,CDW52,CD52 molecule
204662_at,9738,204662_at,9,11,CP110,,16p12.3,DKFZp781G1416|KIAA0419,CP110 protein
204663_at,10873,204663_at,11,11,ME3,ME3,11cen-q22.3,FLJ34862,"malic enzyme 3, NADP(+)-dependent, mitochondrial"
204664_at,250,204664_at,11,11,ALPP,ALPP,2q37,ALP|PLAP,"alkaline phosphatase, placental (Regan isozyme)"
204665_at,,,,,,,,,
204666_s_at,80143,204666_s_at,11,11,SIKE,,1p13.2,DKFZp686A0768|FLJ21168|RP5-1000E10.4,suppressor of IKK epsilon
204667_at,3169,204667_at,4,11,FOXA1,FOXA1,14q12-q13,HNF3A|MGC33105|TCF3A,forkhead box A1
204668_at,,,,,,,,,
204669_s_at,11237,204669_s_at,11,11,RNF24,RNF24,20p13-p12.1,G1L,ring finger protein 24
204670_x_at,,,,,,,,,
204671_s_at,22881,204671_s_at,11,11,ANKRD6,ANKRD6,6q14.2-q16.1,,ankyrin repeat domain 6
204672_s_at,,,,,,,,,
204673_at,4583,204673_at,11,11,MUC2,MUC2,11p15.5,MLP|SMUC,"mucin 2, oligomeric mucus/gel-forming"
204674_at,4033,204674_at,11,11,LRMP,LRMP,12p12.1,JAW1,lymphoid-restricted membrane protein
204675_at,6715,204675_at,11,11,SRD5A1,SRD5A1,5p15,,"steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)"
204676_at,25880,204676_at,11,11,C16orf51,C16orf51,16p13.13-p12.3,DKFZP564K2062,chromosome 16 open reading frame 51
204677_at,1003,204677_at,8,11,CDH5,CDH5,16q22.1,7B4|CD144,"cadherin 5, type 2, VE-cadherin (vascular epithelium)"
204678_s_at,3775,204678_s_at,11,11,KCNK1,KCNK1,1q42-q43,DPK|HOHO|TWIK-1|TWIK1,"potassium channel, subfamily K, member 1"
204679_at,3775,204679_at,11,11,KCNK1,KCNK1,1q42-q43,DPK|HOHO|TWIK-1|TWIK1,"potassium channel, subfamily K, member 1"
204680_s_at,,,,,,,,,
204681_s_at,,,,,,,,,
204682_at,4053,204682_at,11,11,LTBP2,LTBP2,14q24,C14orf141|LTBP3|MSTP031,latent transforming growth factor beta binding protein 2
204683_at,3384,204683_at,11,11,ICAM2,ICAM2,17q23-q25,CD102,intercellular adhesion molecule 2
204684_at,4884,204684_at,11,11,NPTX1,NPTX1,17q25.1-q25.2,DKFZp686J2446|MGC105123|NP1,neuronal pentraxin I
204685_s_at,491,204685_s_at,11,11,ATP2B2,ATP2B2,3p25.3,PMCA2,"ATPase, Ca++ transporting, plasma membrane 2"
204686_at,3667,204686_at,11,11,IRS1,IRS1,2q36,HIRS-1,insulin receptor substrate 1
204687_at,25849,204687_at,11,11,DKFZP564O0823,,4q13.3-q21.3,,DKFZP564O0823 protein
204688_at,8910,204688_at,11,11,SGCE,SGCE,7q21-q22,DYT11|ESG,"sarcoglycan, epsilon"
204689_at,3087,204689_at,7,11,HHEX,HHEX,10q23.33,HEX|HMPH|HOX11L-PEN|PRH|PRHX,"homeobox, hematopoietically expressed"
204690_at,9482,204690_at,11,11,STX8,STX8,17p12,CARB,syntaxin 8
204691_x_at,8398,204691_x_at,9,11,PLA2G6,PLA2G6,22q13.1,CaI-PLA2|GVI|INAD1|PLA2|PNPLA9|iPLA2,"phospholipase A2, group VI (cytosolic, calcium-independent)"
204692_at,,,,,,,,,
204693_at,11135,204693_at,11,11,CDC42EP1,CDC42EP1,22q13.1,BORG5|CEP1|MGC15316|MSE55,CDC42 effector protein (Rho GTPase binding) 1
204694_at,174,204694_at,11,11,AFP,AFP,4q11-q13,FETA|HPAFP,alpha-fetoprotein
204695_at,993,204695_at,11,11,CDC25A,CDC25A,3p21,CDC25A2,cell division cycle 25 homolog A (S. cerevisiae)
204696_s_at,993,204696_s_at,11,11,CDC25A,CDC25A,3p21,CDC25A2,cell division cycle 25 homolog A (S. cerevisiae)
204697_s_at,1113,204697_s_at,11,11,CHGA,CHGA,14q32,CGA,chromogranin A (parathyroid secretory protein 1)
204698_at,3669,204698_at,11,11,ISG20,ISG20,15q26,CD25|HEM45,interferon stimulated exonuclease gene 20kDa
204699_s_at,27042,204699_s_at,11,11,C1orf107,C1orf107,1q32.2,DEF|DJ434O14.5|DKFZp686E19106|FLJ12704|FLJ41680|MGC29875,chromosome 1 open reading frame 107
204700_x_at,27042,204700_x_at,11,11,C1orf107,C1orf107,1q32.2,DEF|DJ434O14.5|DKFZp686E19106|FLJ12704|FLJ41680|MGC29875,chromosome 1 open reading frame 107
204701_s_at,9399,204701_s_at,11,11,STOML1,STOML1,15q24-q25,FLJ36370|SLP-1|STORP|hUNC-24,stomatin (EPB72)-like 1
204702_s_at,9603,204702_s_at,11,11,NFE2L3,NFE2L3,7p15-p14,NRF3,nuclear factor (erythroid-derived 2)-like 3
204703_at,8100,204703_at,11,11,IFT88,IFT88,13q12.1,D13S1056E|MGC26259|RP11-172H24.2|TG737|TTC10|hTg737,intraflagellar transport 88 homolog (Chlamydomonas)
204704_s_at,,,,,,,,,
204705_x_at,229,204705_x_at,11,11,ALDOB,ALDOB,9q21.3-q22.2,,"aldolase B, fructose-bisphosphate"
204706_at,56623,204706_at,11,11,INPP5E,INPP5E,9q34.3,MGC117201|PPI5PIV,"inositol polyphosphate-5-phosphatase, 72 kDa"
204707_s_at,5596,204707_s_at,11,11,MAPK4,MAPK4,18q12-q21,ERK3|Erk4|PRKM4|p63MAPK,mitogen-activated protein kinase 4
204708_at,,,,,,,,,
204709_s_at,9493,204709_s_at,10,11,KIF23,KIF23,15q23,CHO1|KNSL5|MKLP-1|MKLP1,kinesin family member 23
204710_s_at,26100,204710_s_at,11,11,WIPI2,WIPI2,7p22.1,Atg21|CGI-50|DKFZP434J154|DKFZp686P02188|FLJ12979|FLJ14217|FLJ42984|WIPI-2,"WD repeat domain, phosphoinositide interacting 2"
204711_at,9851,204711_at,11,11,KIAA0753,KIAA0753,17p13.2,MGC130040|MGC130041,KIAA0753
204712_at,11197,204712_at,11,11,WIF1,WIF1,12q14.3,WIF-1,WNT inhibitory factor 1
204713_s_at,2153,204713_s_at,11,11,F5,F5,1q23,FVL|PCCF|factor V,"coagulation factor V (proaccelerin, labile factor)"
204714_s_at,2153,204714_s_at,11,11,F5,F5,1q23,FVL|PCCF|factor V,"coagulation factor V (proaccelerin, labile factor)"
204715_at,24145,204715_at,9,11,PANX1,PANX1,11q21,MGC21309|MRS1|UNQ2529,pannexin 1
204716_at,8030,204716_at,7,11,CCDC6,CCDC6,10q21,D10S170|FLJ32286|H4|PTC|TPC|TST1,coiled-coil domain containing 6
204717_s_at,3177,204717_s_at,11,11,SLC29A2,SLC29A2,11q13,DER12|ENT2|HNP36,"solute carrier family 29 (nucleoside transporters), member 2"
204718_at,2051,204718_at,11,11,EPHB6,EPHB6,7q33-q35,HEP|MGC129910|MGC129911,EPH receptor B6
204719_at,10351,204719_at,11,11,ABCA8,ABCA8,17q24,KIAA0822|MGC163152,"ATP-binding cassette, sub-family A (ABC1), member 8"
204720_s_at,9829,204720_s_at,11,11,DNAJC6,DNAJC6,1pter-q31.3,DJC6|KIAA0473|MGC129914|MGC129915|MGC48436,"DnaJ (Hsp40) homolog, subfamily C, member 6"
204721_s_at,9829,204721_s_at,11,11,DNAJC6,DNAJC6,1pter-q31.3,DJC6|KIAA0473|MGC129914|MGC129915|MGC48436,"DnaJ (Hsp40) homolog, subfamily C, member 6"
204722_at,55800,204722_at,11,11,SCN3B,SCN3B,11q23.3,HSA243396|SCNB3,"sodium channel, voltage-gated, type III, beta"
204723_at,55800,204723_at,11,11,SCN3B,SCN3B,11q23.3,HSA243396|SCNB3,"sodium channel, voltage-gated, type III, beta"
204724_s_at,1299,204724_s_at,11,11,COL9A3,COL9A3,20q13.3,DJ885L7.4.1|EDM3|FLJ90759|IDD|MED,"collagen, type IX, alpha 3"
204725_s_at,4690,204725_s_at,11,11,NCK1,NCK1,3q21,MGC12668|NCK|NCKalpha,NCK adaptor protein 1
204726_at,1012,204726_at,5,11,CDH13,CDH13,16q24.2-q24.3,CDHH,"cadherin 13, H-cadherin (heart)"
204727_at,,,,,,,,,
204728_s_at,11169,204728_s_at,11,11,WDHD1,WDHD1,14q22.3,AND-1,WD repeat and HMG-box DNA binding protein 1
204729_s_at,6804,204729_s_at,11,11,STX1A,STX1A,7q11.23,HPC-1|STX1|p35-1,syntaxin 1A (brain)
204730_at,9783,204730_at,11,11,RIMS3,RIMS3,1pter-p22.2,KIAA0237|NIM3|RIM3,regulating synaptic membrane exocytosis 3
204731_at,7049,204731_at,10,11,TGFBR3,TGFBR3,1p33-p32,,"transforming growth factor, beta receptor III (betaglycan, 300kDa)"
204732_s_at,373,204732_s_at,11,11,TRIM23,TRIM23,5q12.3,ARD1|ARFD1|RNF46,tripartite motif-containing 23
204733_at,5653,204733_at,10,11,KLK6,KLK6,19q13.3,Bssp|Klk7|MGC9355|NEUROSIN|PRSS18|PRSS9|SP59|ZYME|hK6,kallikrein-related peptidase 6
204734_at,3866,204734_at,11,11,KRT15,KRT15,17q21.2,CK15|K15|K1CO,keratin 15
204735_at,5141,204735_at,11,11,PDE4A,PDE4A,19p13.2,DPDE2|PDE4,"phosphodiesterase 4A, cAMP-specific (phosphodiesterase E2 dunce homolog, Drosophila)"
204736_s_at,1464,204736_s_at,11,11,CSPG4,CSPG4,15q24.2,HMW-MAA|MCSP|MCSPG|MEL-CSPG|MSK16|NG2,chondroitin sulfate proteoglycan 4 (melanoma-associated)
204737_s_at,,,,,,,,,
204738_s_at,889,204738_s_at,4,11,KRIT1,KRIT1,7q21-q22,CAM|CCM1,"KRIT1, ankyrin repeat containing"
204739_at,1060,204739_at,11,11,CENPC1,CENPC1,4q12-q13.3,CENP-C|CENPC|MIF2|hcp-4,centromere protein C 1
204740_at,10256,204740_at,11,11,CNKSR1,CNKSR1,1p36.11,CNK|CNK1|KSR,connector enhancer of kinase suppressor of Ras 1
204741_at,636,204741_at,11,11,BICD1,BICD1,12p11.2-p11.1,BICD,bicaudal D homolog 1 (Drosophila)
204742_s_at,23047,204742_s_at,11,11,APRIN,APRIN,13q12.3,AS3|CG008|FLJ23236|KIAA0979|PDS5B|RP1-267P19.1,androgen-induced proliferation inhibitor
204743_at,29114,204743_at,10,11,TAGLN3,TAGLN3,3q13.2,NP22|NP25,transgelin 3
204744_s_at,3376,204744_s_at,11,11,IARS,IARS,9q21,FLJ20736|ILRS|PRO0785,isoleucine-tRNA synthetase
204745_x_at,4495,204745_x_at,11,11,MT1G,MT1G,16q13,MGC12386|MT1|MT1K,metallothionein 1G
204746_s_at,9463,204746_s_at,11,11,PICK1,PICK1,22q13.1,MGC15204|PRKCABP,protein interacting with PRKCA 1
204747_at,3437,204747_at,9,11,IFIT3,IFIT3,10q24,CIG-49|GARG-49|IFI60|IFIT4|IRG2|ISG60|RIG-G,interferon-induced protein with tetratricopeptide repeats 3
204748_at,5743,204748_at,11,11,PTGS2,PTGS2,1q25.2-q25.3,COX-2|COX2|PGG/HS|PGHS-2|PHS-2|hCox-2,prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)
204749_at,4675,204749_at,11,11,NAP1L3,NAP1L3,Xq21.3-q22,MB20|MGC26312|NPL3,nucleosome assembly protein 1-like 3
204750_s_at,1824,204750_s_at,11,11,DSC2,DSC2,18q12.1,ARVD11|CDHF2|DG2|DGII/III|DKFZp686I11137|DSC3,desmocollin 2
204751_x_at,1824,204751_x_at,11,11,DSC2,DSC2,18q12.1,ARVD11|CDHF2|DG2|DGII/III|DKFZp686I11137|DSC3,desmocollin 2
204752_x_at,10038,204752_x_at,10,11,PARP2,PARP2,14q11.2-q12,ADPRT2|ADPRTL2|ADPRTL3|PARP-2|pADPRT-2,"poly (ADP-ribose) polymerase family, member 2"
204753_s_at,3131,204753_s_at,11,11,HLF,HLF,17q22,MGC33822,hepatic leukemia factor
204754_at,3131,204754_at,11,11,HLF,HLF,17q22,MGC33822,hepatic leukemia factor
204755_x_at,3131,204755_x_at,11,11,HLF,HLF,17q22,MGC33822,hepatic leukemia factor
204756_at,5607,204756_at,10,11,MAP2K5,MAP2K5,15q23,HsT17454|MAPKK5|MEK5|PRKMK5,mitogen-activated protein kinase kinase 5
204757_s_at,9854,204757_s_at,11,11,TMEM24,TMEM24,11q23.3,DLNB23|KIAA0285,transmembrane protein 24
204758_s_at,,,,,,,,,
204759_at,1102,204759_at,11,11,RCBTB2,RCBTB2,13q14.3,CHC1L,regulator of chromosome condensation (RCC1) and BTB (POZ) domain containing protein 2
204760_s_at,9572,204760_s_at,11,11,NR1D1,NR1D1,17q11.2,EAR1|THRA1|THRAL|ear-1|hRev,"nuclear receptor subfamily 1, group D, member 1"
204761_at,,,,,,,,,
204762_s_at,2775,204762_s_at,11,11,GNAO1,GNAO1,16q13,DKFZp686O0962|G-ALPHA-o|GNAO,"guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O"
204763_s_at,2775,204763_s_at,11,11,GNAO1,GNAO1,16q13,DKFZp686O0962|G-ALPHA-o|GNAO,"guanine nucleotide binding protein (G protein), alpha activating activity polypeptide O"
204764_at,2342,204764_at,10,11,FNTB,FNTB,14q23-q24,FPTB|MGC31935,"farnesyltransferase, CAAX box, beta"
204765_at,7984,204765_at,11,11,ARHGEF5,ARHGEF5,7q33-q35,DKFZp686N1969|GEF5|P60|TIM|TIM1,Rho guanine nucleotide exchange factor (GEF) 5
204766_s_at,4521,204766_s_at,9,11,NUDT1,NUDT1,7p22,MTH1,nudix (nucleoside diphosphate linked moiety X)-type motif 1
204767_s_at,2237,204767_s_at,11,11,FEN1,FEN1,11q12,FEN-1|MF1|RAD2,flap structure-specific endonuclease 1
204768_s_at,2237,204768_s_at,11,11,FEN1,FEN1,11q12,FEN-1|MF1|RAD2,flap structure-specific endonuclease 1
204769_s_at,6891,204769_s_at,11,11,TAP2,TAP2,6p21.3,ABC18|ABCB3|APT2|D6S217E|PSF2|RING11,"transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)"
204770_at,6891,204770_at,11,11,TAP2,TAP2,6p21.3,ABC18|ABCB3|APT2|D6S217E|PSF2|RING11,"transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)"
204771_s_at,7270,204771_s_at,11,11,TTF1,TTF1,9q34.13,,"transcription termination factor, RNA polymerase I"
204772_s_at,7270,204772_s_at,10,11,TTF1,TTF1,9q34.13,,"transcription termination factor, RNA polymerase I"
204773_at,3590,204773_at,10,11,IL11RA,IL11RA,9p13,MGC2146,"interleukin 11 receptor, alpha"
204774_at,2123,204774_at,10,11,EVI2A,EVI2A,17q11.2,EVDA|EVI2,ecotropic viral integration site 2A
204775_at,8208,204775_at,11,11,CHAF1B,CHAF1B,21q22.13,CAF-1|CAF-IP60|CAF1|CAF1A|CAF1P60|MPHOSPH7|MPP7,"chromatin assembly factor 1, subunit B (p60)"
204776_at,7060,204776_at,11,11,THBS4,THBS4,5q13,TSP4,thrombospondin 4
204777_s_at,4118,204777_s_at,11,11,MAL,MAL,2cen-q13,,"mal, T-cell differentiation protein"
204778_x_at,3217,204778_x_at,11,11,HOXB7,HOXB7,17q21.3,HHO.C1|HOX2|HOX2C|Hox-2.3,homeobox B7
204779_s_at,3217,204779_s_at,11,11,HOXB7,HOXB7,17q21.3,HHO.C1|HOX2|HOX2C|Hox-2.3,homeobox B7
204780_s_at,355,204780_s_at,11,11,FAS,FAS,10q24.1,ALPS1A|APO-1|APT1|CD95|FAS1|FASTM|TNFRSF6,"Fas (TNF receptor superfamily, member 6)"
204781_s_at,355,204781_s_at,11,11,FAS,FAS,10q24.1,ALPS1A|APO-1|APT1|CD95|FAS1|FASTM|TNFRSF6,"Fas (TNF receptor superfamily, member 6)"
204782_at,,,,,,,,,
204783_at,,,,,,,,,
204784_s_at,4291,204784_s_at,11,11,MLF1,MLF1,3q25.1,,myeloid leukemia factor 1
204785_x_at,3455,204785_x_at,10,11,IFNAR2,IFNAR2,21q22.1|21q22.11,IFN-R|IFN-alpha-REC|IFNABR|IFNARB,"interferon (alpha, beta and omega) receptor 2"
204786_s_at,3455,204786_s_at,11,11,IFNAR2,IFNAR2,21q22.1|21q22.11,IFN-R|IFN-alpha-REC|IFNABR|IFNARB,"interferon (alpha, beta and omega) receptor 2"
204787_at,11326,204787_at,11,11,VSIG4,VSIG4,Xq12-q13.3,Z39IG,V-set and immunoglobulin domain containing 4
204788_s_at,5498,204788_s_at,11,11,PPOX,PPOX,1q22,MGC8485|PPO|V290M|VP,protoporphyrinogen oxidase
204789_at,752,204789_at,9,11,FMNL1,FMNL1,17q21,C17orf1|C17orf1B|FHOD4|FMNL|KW-13|MGC133052|MGC1894|MGC21878,formin-like 1
204790_at,4092,204790_at,11,11,SMAD7,SMAD7,18q21.1,FLJ16482|MADH7|MADH8,SMAD family member 7
204791_at,7181,204791_at,11,11,NR2C1,NR2C1,12q22,TR2|TR2-11,"nuclear receptor subfamily 2, group C, member 1"
204792_s_at,9742,204792_s_at,11,11,IFT140,IFT140,16p13.3,DKFZp564L232|FLJ10306|FLJ30571|KIAA0590|WDTC2|c305C8.4|c380F5.1|gs114,intraflagellar transport 140 homolog (Chlamydomonas)
204793_at,9737,204793_at,10,11,GPRASP1,GPRASP1,Xq22.1,GASP|GASP1|KIAA0443,G protein-coupled receptor associated sorting protein 1
204794_at,1844,204794_at,11,11,DUSP2,DUSP2,2q11,PAC-1|PAC1,dual specificity phosphatase 2
204795_at,80742,204795_at,11,11,PRR3,PRR3,6p21.33,CAT56|MGC161733|MGC161735,proline rich 3
204796_at,2009,204796_at,11,11,EML1,EML1,14q32,ELP79|EMAP|EMAPL|FLJ45033|HuEMAP,echinoderm microtubule associated protein like 1
204797_s_at,2009,204797_s_at,9,11,EML1,EML1,14q32,ELP79|EMAP|EMAPL|FLJ45033|HuEMAP,echinoderm microtubule associated protein like 1
204798_at,4602,204798_at,10,11,MYB,MYB,6q22-q23,Cmyb|c-myb|c-myb_CDS|efg,v-myb myeloblastosis viral oncogene homolog (avian)
204799_at,9889,204799_at,11,11,ZBED4,ZBED4,22q13.33,,"zinc finger, BED-type containing 4"
204800_s_at,79758,204800_s_at,11,11,DHRS12,DHRS12,13q14.3,FLJ13639,dehydrogenase/reductase (SDR family) member 12
204801_s_at,79758,204801_s_at,11,11,DHRS12,DHRS12,13q14.3,FLJ13639,dehydrogenase/reductase (SDR family) member 12
204802_at,6236,204802_at,11,11,RRAD,RRAD,16q22,RAD|RAD1|REM3,Ras-related associated with diabetes
204803_s_at,6236,204803_s_at,11,11,RRAD,RRAD,16q22,RAD|RAD1|REM3,Ras-related associated with diabetes
204804_at,6737,204804_at,11,11,TRIM21,TRIM21,11p15.5,RNF81|RO52|SSA|SSA1,tripartite motif-containing 21
204805_s_at,8971,204805_s_at,11,11,H1FX,H1FX,3q21.3,H1X|MGC15959|MGC8350,"H1 histone family, member X"
204806_x_at,3134,204806_x_at,11,11,HLA-F,HLA-F,6p21.3,HLA-5.4|HLA-CDA12|HLAF,"major histocompatibility complex, class I, F"
204807_at,,,,,,,,,
204808_s_at,10329,204808_s_at,11,11,TMEM5,TMEM5,12q14.2,HP10481,transmembrane protein 5
204809_at,10845,204809_at,11,11,CLPX,CLPX,15q22.2-q22.3,,ClpX caseinolytic peptidase X homolog (E. coli)
204810_s_at,1158,204810_s_at,11,11,CKM,CKM,19q13.2-q13.3,CKMM|M-CK,"creatine kinase, muscle"
204811_s_at,9254,204811_s_at,11,11,CACNA2D2,CACNA2D2,3p21.3,CACNA2D|KIAA0558|LUAC11.1|gene 26,"calcium channel, voltage-dependent, alpha 2/delta subunit 2"
